00asK,2r3k1/R4ppp/8/4P3/4Q3/1qn3B1/5PPP/2R3K1 w - - 0 30,c1c3 b3d1 e4e1 d1e1,1559,113,100,39,endgame mate mateIn2 short,https://lichess.org/hlWKSG6i#59,
00awL,4q1r1/k2r1Rp1/ppp4p/2Qp4/3P4/2P1P3/PP4P1/2K2R2 w - - 0 35,c5c6 d7f7 f1f7 e8f7,1610,82,79,90,crushing endgame short,https://lichess.org/TPaROV8B#69,
00b6f,6k1/8/5B2/1R3pK1/6p1/6P1/P4P1q/8 w - - 0 41,g5f5 h2h5 f6g5 h5f7 f5g4 f7c4,1735,90,77,30,crushing endgame long,https://lichess.org/8DcVY76B#81,
00b7t,r2qr1k1/pb3pp1/1p4n1/3p4/1P2p2p/P1P1N1P1/2Q1PPBP/3R1RK1 w - - 0 20,g2e4 e8e4 c2e4 d5e4 d1d8 a8d8,1508,76,86,106,advantage long middlegame,https://lichess.org/USUzRjja#39,
00bFH,4r1k1/1q3ppp/3B1n2/p2P4/8/Pp3Q1P/5PPN/1R4K1 w - - 0 27,f3b3 e8e1 b1e1 b7b3,1485,198,100,12,deflection equality middlegame short,https://lichess.org/E8lzVecv#53,
00bGq,1k3r2/ppp2r1p/1b1pQP1p/8/3P3P/2P3R1/Pq4P1/5R1K b - - 0 22,b2b5 e6f7 b5f1 h1h2 f8c8 f7e6,2707,111,91,143,advantage long middlegame,https://lichess.org/GVwrEInE/black#44,
00bQA,r7/6k1/2b1R1n1/1p3nR1/1P1p3p/3P1PpP/2N3P1/6K1 b - - 0 40,f5e7 e6e7 g7f6 g5g6 f6e7 g6c6 e7d7 c6c5,2188,77,87,554,crushing exposedKing master middlegame pin skewer veryLong,https://lichess.org/1NlzMdB5/black#80,
00bQR,2r4r/pp1k1ppp/1q2p3/3pP3/Pb1n4/1P1Q4/3B1PPP/RN3RK1 b - - 5 15,c8c2 a4a5 b6c5 d2b4 c5b4 a1a4,2468,88,84,89,advantage long middlegame,https://lichess.org/1RHiWlzj/black#30,French_Defense,French_Defense_Advance_Variation
00bWA,2r1r1k1/3qbppp/pB6/3ppP2/2p1Q3/P6P/BPP3P1/R4RK1 w - - 0 22,e4e5 e7c5 e5d4 c5d4,1026,84,90,363,crushing middlegame short,https://lichess.org/JvdmqrAX#43,
00bXU,5r1k/p3q1p1/1p4pp/1P1BP1n1/2P1n1P1/5N1P/6Q1/5RK1 b - - 4 34,g5f3 f1f3 f8f3 g2f3,1472,263,100,6,equality middlegame short,https://lichess.org/hnvrdsFu/black#68,
00baZ,r7/8/p1k5/1p1p1pn1/3R3p/2P1P2P/5P2/R5K1 w - - 0 31,d4h4 g5f3 g1g2 f3h4,719,89,88,345,crushing endgame fork short,https://lichess.org/tNXaI1nN#61,
00bgO,8/8/1p1nk3/p2N4/2P1p3/PP2K3/8/8 b - - 4 46,e6d7 d5b6 d7c6 b6a4,2422,76,80,137,crushing defensiveMove endgame knightEndgame short,https://lichess.org/kVsJ1quC/black#92,
00bhw,8/2pR3p/1p1b3k/p2B2pP/P1P2rP1/5P2/4r3/5R1K b - - 0 31,f4d4 d5e4 d4e4 f3e4,2291,82,90,481,crushing endgame short,https://lichess.org/CVsMMWzy/black#62,
00bmj,r2q1k1r/p1p2ppp/1p6/8/3n2b1/1Q3NP1/PP1N1PP1/3RKB1R w K - 2 15,b3b4 c7c5 b4c4 d8e7 f1e2 b6b5 c4d3 g4f5 d3d4 c5d4,2446,83,38,94,advantage defensiveMove opening pin veryLong,https://lichess.org/FrYWZCWt#29,Queens_Pawn_Game,Queens_Pawn_Game_London_System
00bns,5nk1/1pp2ppp/p5q1/4PN2/2P2Q2/1P1rBP1P/r4P1K/4R3 b - - 5 30,f8e6 f5e7 g8f8 e7g6,987,137,67,30,crushing fork master middlegame pin short,https://lichess.org/qMrSgl2S/black#60,
00bnu,2r2rk1/2QR1p1p/p3p1p1/1p4q1/5P2/P1N5/BPP3bP/2K4R w - - 1 20,c7c8 g5f4 c1b1 f8c8,1627,75,89,3090,advantage intermezzo middlegame short,https://lichess.org/zPFxVXT4#39,
00bpH,8/5p2/pq5p/1p5k/6B1/6P1/P6P/2Q4K b - - 0 36,h5g4 c1f4 g4h5 f4f5,1828,76,75,442,endgame mate mateIn2 queenEndgame short,https://lichess.org/vVLXcQQI/black#72,
00byq,2r3k1/2r1bppp/3ppn2/qp6/3BP3/1Q4P1/PP3PBP/1RR3K1 w - - 5 21,d4e3 c7c1 b1c1 c8c1 e3c1 a5e1 g2f1 e1c1,1097,77,90,457,advantage fork middlegame pin veryLong,https://lichess.org/gofuvC2L#41,
00bzy,4k1r1/p1p5/2P4p/3rNp2/1b1BnP1p/4PR1P/P6K/1R6 b - - 1 27,e4d2 b1b4 d2f3 e5f3,1601,96,84,52,advantage middlegame short,https://lichess.org/hR3zgrkT/black#54,
00cCK,3r4/1p3k1p/p1b2pp1/8/3rN3/P4P2/1P3KPP/3RR3 w - - 0 27,f2e3 d4d1 e1d1 d8d1,1250,77,82,452,crushing endgame short,https://lichess.org/K8cZoJ8R#53,
00cW9,rn2kb1r/1bq2pp1/p3p2p/1p1nP3/2pP3B/2N2N2/1P1QBPPP/R4RK1 b kq - 1 13,f8b4 c3d5 b7d5 d2b4,897,93,93,888,advantage capturingDefender discoveredAttack middlegame short,https://lichess.org/gmYIh1Kp/black#26,Slav_Defense,Slav_Defense_Geller_Gambit
00cZE,4k3/5p2/3r4/pRp3Pp/2P1p3/6P1/1KP4P/8 w - - 0 31,b5c5 e4e3 g5g6 e8f8 c5a5 e3e2,2549,87,79,38,advancedPawn crushing endgame long rookEndgame,https://lichess.org/GXkr4U3u#61,
00ccX,r4rk1/1p1b1pbp/p1pp2p1/8/2PNq3/1P2P2P/PB1Q1PP1/R2R2K1 w - - 0 19,d2d3 e4d3 d1d3 c6c5 b2c3 c5d4,1691,74,92,1574,crushing long middlegame,https://lichess.org/8wwce0l0#37,Nimzo-Larsen_Attack,Nimzo-Larsen_Attack_Indian_Variation
00ct0,4rrk1/pp4pp/2p1b3/4q3/4Bb2/1PPQ4/P4PP1/R1B2R1K w - - 3 22,c1f4 f8f4 e4h7 g8h8 h1g1 f4h4 f2f4 e5c5,2240,77,86,176,crushing middlegame veryLong,https://lichess.org/LbmI3g6K#43,
00cud,8/5p2/6p1/1p1N1k2/1PbK4/2P3P1/8/8 b - - 0 48,c4f1 d5e3 f5e6 e3f1,821,75,97,730,crushing endgame fork master short,https://lichess.org/XdT6vR6T/black#96,
00d1o,r2qk1nr/pbpp1pbp/1p2p1p1/3Pn3/2P1P3/3B1N2/PP3PPP/RNBQ1RK1 w kq - 0 8,c1g5 e5f3 d1f3 d8g5,1289,90,100,57,crushing kingsideAttack opening short,https://lichess.org/Twrqm0Jp#15,English_Defense,English_Defense_Other_variations
00d5g,2b2rk1/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 b - - 4 32,g8h8 f1h1 c8h3 h1h3 e5h5 h3h5,1029,83,93,551,endgame long mate mateIn3,https://lichess.org/Vf4zaDk5/black#64,
00d8a,r1b1k2r/1p3p2/p1pqp3/2b2Ppp/4P1n1/2NB3P/PPP3P1/R2QBR1K w kq - 1 15,d1f3 d6h2,1101,75,89,373,master mate mateIn1 middlegame oneMove,https://lichess.org/nWjnzIeC#29,Sicilian_Defense,Sicilian_Defense_Kan_Variation
00dTO,5q2/5rk1/3p1np1/p1p5/1pP2NP1/3PNp1P/PP5K/3Q4 b - - 1 30,f6d7 f4e6 g7g8 e6f8,905,74,98,1862,crushing endgame fork short,https://lichess.org/AQ7wJCy0/black#60,
00dTd,3r4/ppp1Q3/1b2kP2/8/4qp2/P1Pr4/1P3P2/1K2N3 b - - 5 31,e6d5 e7d8 d5c6 e1d3,2144,75,88,467,advantage endgame hangingPiece short,https://lichess.org/UVi7iEcB/black#62,
00dUW,4k2r/1pb3pp/p4p2/2P1p2b/1PBn4/P3N1P1/3B1P1P/5RK1 w k - 3 23,e3d5 d4f3 g1g2 f3d2,1261,77,82,189,crushing fork middlegame short,https://lichess.org/RnKoYsGf#45,
00dnp,8/Q7/7r/8/6K1/1r2k1p1/6P1/8 b - - 2 64,e3e2 a7a2 e2e3 a2b3,1446,76,95,11298,crushing endgame fork master queenRookEndgame short,https://lichess.org/hMbf0KPM/black#128,
00dpQ,6k1/5ppp/8/4rP2/1r4P1/2RK3P/8/7B b - - 0 47,b4b5 c3c8 e5e8 c8e8,649,107,91,286,backRankMate endgame mate mateIn2 short,https://lichess.org/8DGDxXX7/black#94,
00dqP,r1b2rk1/5p1p/p3pP2/1p1p4/5q1n/1P5P/P1P1QPB1/1K1R2R1 b - - 2 21,f4f6 g2d5 h4g6 d5a8,1832,76,90,89,advantage discoveredAttack middlegame short,https://lichess.org/6NRhzen2/black#42,
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2145,77,94,2186,arabianMate endgame exposedKing fork long mate mateIn3,https://lichess.org/AQkAsoMX#107,
00dyB,2rq1r2/4pBkp/pn1P1bp1/1p2N3/3PR3/P4Q2/1P3PPP/3R2K1 w - - 1 25,f7e6 f6e5 d6e7 d8e7 f3e3 e7e6,1839,76,87,72,advantage long master middlegame,https://lichess.org/DAndMjSb#49,
00e63,r4r1k/pp4pp/1qpp1b2/4p3/N3P3/3Q4/PPP2PPP/3RR1K1 b - - 3 16,b6d4 d3b3 b7b5 d1d4,1917,86,70,34,advantage discoveredAttack middlegame short trappedPiece,https://lichess.org/9lp8nVz7/black#32,Scotch_Game,Scotch_Game_Other_variations
00e7H,8/7p/p1p4k/1p1p4/3Qpq2/2P2NpP/PP4K1/8 w - - 0 44,f3d2 c6c5 d4c5 f4d2,2031,76,94,5622,advantage deflection endgame master masterVsMaster short,https://lichess.org/DTE43D0V#87,
00e88,r3kb1r/pp1q1p1p/8/2np2p1/5N2/6P1/PPQPPP1P/R1B2RK1 w kq - 0 16,c2c3 d5d4 f4h5 d4c3,1984,82,84,38,advantage middlegame short,https://lichess.org/5yy8lf1s#31,English_Opening,English_Opening_Anglo-Indian_Defense
00eB8,4rb2/2p1q2k/p1Pp2p1/1p1Q3p/7P/2P2R2/PP4P1/1K6 b - - 1 34,f8h6 f3f7 h6g7 f7e7,925,75,98,956,advantage endgame fork short,https://lichess.org/KYL3UuaC/black#68,
00eC6,2kr4/1p3p2/1P6/Q1ppP3/3NnPqp/8/P5KP/2R1R3 w - - 1 29,g2h1 e4f2,988,128,83,18,master mate mateIn1 middlegame oneMove,https://lichess.org/Z0Kq2Ar8#57,
00eGd,7R/8/p2kp3/2r4p/p4K2/6PP/P7/8 b - - 3 39,d6d5 h8h5 e6e5 h5e5,1234,74,97,1488,crushing endgame rookEndgame short,https://lichess.org/uwded1rg/black#78,
00eIQ,r3k2r/1bBq1pbp/pp2pn2/8/3PP3/2NB4/PPP3PQ/2KR2N1 b kq - 0 15,d7d4 d3b5 a6b5 d1d4,1408,77,79,109,crushing discoveredAttack middlegame short,https://lichess.org/bGq8tHWT/black#30,Queens_Pawn_Game,Queens_Pawn_Game_Chigorin_Variation
00eLW,8/8/3q3k/5Q2/4p3/4P2P/5pK1/8 w - - 0 42,f5f4 d6f4 e3f4 e4e3,989,80,92,1169,crushing endgame queenEndgame short,https://lichess.org/jhaADLF2#83,
00eOw,r2r2k1/pp3pp1/5q1p/4p3/3p4/2N1P3/PPQ2P1R/2K4R w - - 0 25,e3d4 e5d4 c1b1 d4c3,1640,75,84,95,crushing middlegame short,https://lichess.org/QAjxFUBC#49,
00eSU,5r2/p2R4/1p3pk1/PQ4p1/4p1q1/4P1P1/6PK/8 w - - 3 34,a5b6 f8h8 h2g1 g4g3,2017,80,87,161,crushing deflection endgame short,https://lichess.org/RCXs5UcQ#67,
00eWz,4r1k1/p5bp/1q4p1/2pPrp2/1pP2N2/6PP/P4QB1/1R3RK1 w - - 2 25,f4e6 e5e6 d5e6 g7d4,1624,74,94,2046,advantage clearance master middlegame pin sacrifice short,https://lichess.org/T1YYoy2O#49,
00eak,4r1k1/5pp1/5n1p/P5r1/7q/1QP1p1PP/1P3P2/R3RBK1 w - - 0 27,g1h2 f6g4 h2g2 g4f2,1710,268,100,11,crushing middlegame pin short,https://lichess.org/FQ3hbxjY#53,
00eix,2r1r1k1/pb2qpbp/1p1p1np1/4P3/3B1P2/1P3BP1/PQ1N3P/1R2R1K1 b - - 0 21,b7f3 e5f6 e7e1 b1e1 e8e1 g1f2,1440,77,83,1467,crushing fork long middlegame,https://lichess.org/g5Z6vAB2/black#42,
00f79,3r1rk1/1p2q1pp/p1b2n2/2p1p3/P1P1N2P/1P2QNP1/2PR1P2/2K4R w - - 2 19,e4f6 e7f6 h1d1 e5e4 c1b1 e4f3 d2d8 f8d8 d1d8 f6d8,2456,105,-3,17,crushing middlegame veryLong,https://lichess.org/g0EmQqUx#37,Sicilian_Defense,Sicilian_Defense_Modern_Variations
00f99,6k1/p4p2/1p5R/3r2p1/1P2b1P1/P3B2P/5P2/6K1 w - - 1 35,h6h5 d5d1 g1h2 d1h1 h2g3 h1g1,1094,80,82,58,advantage endgame long,https://lichess.org/2eLSy15i#69,
00f9k,1b1r2k1/4pp1p/p1N3p1/1p6/8/PP2BN1P/6P1/6K1 b - - 0 27,d8c8 c6e7 g8f8 e7c8,855,90,84,75,crushing endgame fork short,https://lichess.org/IGibUvcX/black#54,
00fDM,3rrbk1/2p3R1/1p2q2Q/3p4/1P6/2B4P/6P1/3R2K1 b - - 0 33,f8g7 h6g7,1052,126,100,58,mate mateIn1 middlegame oneMove,https://lichess.org/sx01PyS8/black#66,
00fK0,r2q1r2/pp3pk1/2np1Np1/2pN1b2/2B4Q/3P4/PPP3PP/R5K1 b - - 1 17,f5e6 h4h7,1478,470,100,1,mate mateIn1 oneMove,https://lichess.org/PSCBXZwl/black#34,
00fN7,N1bk4/pp1p1R2/5bB1/4p3/4n3/8/PB2r3/2K5 b - - 5 24,e2f2 f7f8 d8e7 f8e8 e7d6 g6e4 f2b2 c1b2,2361,83,75,73,advantage fork middlegame veryLong,https://lichess.org/hpYXRUS4/black#48,
00fTw,r2qk2r/4bpp1/4pn1p/pp1pPb2/2p2P1B/P1P1P3/1P2B1PP/RN1Q1RK1 b kq - 0 13,f5b1 e5f6 e7f6 h4f6,1558,77,83,89,advantage middlegame short,https://lichess.org/Y5xbRkWE/black#26,Bird_Opening,Bird_Opening_Dutch_Variation
00fVJ,8/5pkp/PQ4p1/4p3/RP1pP3/8/2rq1PPP/5BK1 w - - 0 36,b6b5 d2f2 g1h1 c2c1,1619,315,82,11,crushing endgame short,https://lichess.org/Y0F35PWK#71,
00fXd,8/Q5b1/p2kp3/1p2qpN1/1P6/P7/4nPP1/5K2 b - - 5 46,d6d5 a7c5,1428,93,98,201,endgame master mate mateIn1 oneMove,https://lichess.org/PkmRzeiI/black#92,
00fXf,6k1/5p2/3bbq2/p2p2pp/N2Pn3/P3PN1P/4BPP1/2Q3K1 w - - 0 31,a4c5 d6c5 d4c5 g5g4,2457,76,96,372,advantage middlegame short,https://lichess.org/1Sr4mXWb#61,
00fZM,5rk1/1q3r1p/3p2RQ/3p4/3B4/2P2P2/P5PP/6K1 b - - 0 30,h7g6 h6h8,1114,77,97,2012,endgame mate mateIn1 oneMove,https://lichess.org/F6b275RM/black#60,
00fba,3r2k1/p3qp1p/6p1/P7/3r4/2Q4P/n4PP1/1RR2BK1 w - - 2 31,c3c7 d4d7 c7c5 a2c1 c5e7 d7e7,1988,74,95,3045,crushing long master middlegame,https://lichess.org/PuG50RPy#61,
00fgg,4r1k1/p4ppp/8/8/8/8/PP1b1PPP/K2R4 w - - 0 21,d1d2 e8e1 d2d1 e1d1,600,92,63,180,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AjVJZKD1#41,
00fmc,1r1r2k1/2p3b1/p1q4p/3pP1pb/P2B1p2/1B3P2/1P4PP/R2QR1K1 w - - 7 29,e5e6 g7d4 d1d4 b8b3,1476,75,89,1179,advantage middlegame short,https://lichess.org/KIWMqJFV#57,
00ft3,8/p7/2R3p1/4Nnk1/2P4p/7K/Pr6/8 b - - 3 50,g5f4 e5d3 f4g5 d3b2,1264,79,86,825,crushing endgame fork short,https://lichess.org/CFT5b92o/black#100,
00fwM,Qn1qk2r/p4ppp/2p5/2bn4/4pPb1/2N5/PPPP2PP/R1B1KBNR w KQk - 1 9,h2h3 d8h4 g2g3 h4g3,1305,75,93,576,mate mateIn2 opening short,https://lichess.org/REHlrlvo#17,Kings_Gambit_Declined,Kings_Gambit_Declined_Falkbeer_Countergambit
00g5t,5rk1/p1p3p1/bp2p2p/5p2/2qPB3/2P5/2Q2PPP/R4RK1 w - - 0 24,a1a4 c4f1,1246,104,76,45,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/aVCFv31r#47,
00gH0,3r2k1/6pp/8/5Q2/2pP4/2Pq2P1/5RKP/8 b - - 2 35,d3c3 f5f7 g8h8 f7f8 d8f8 f2f8,1368,87,85,781,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/vnNaoc4v/black#70,
00gNl,6k1/5R2/pp4p1/2p4p/7P/1P1r4/P3r1PK/5R2 b - - 0 38,d3d2 f7f8 g8h7 f1f7 h7h6 f8h8,1046,114,100,34,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/JhG6365X/black#76,
00gSv,r2qk2r/1p5p/p2b1p2/3p1Q2/3Bn3/P3P2P/2P2PP1/RN2K1NR w KQkq - 1 16,f5d5 d6b4 a3b4 d8d5,1106,80,79,89,advantage discoveredAttack middlegame short,https://lichess.org/TKSc9fWZ#31,Queens_Pawn_Game,Queens_Pawn_Game_Other_variations
00gcY,3r2k1/5ppp/b3p3/3q4/3r4/p2PQP1P/3R1NPK/R7 w - - 0 35,a1a3 d5d6 h2h1 d6a3,1487,78,68,62,crushing fork middlegame short,https://lichess.org/m6ztJedJ#69,
00ghH,5r1k/6p1/1Q2pq1p/P4r2/3P4/2P1R3/6PP/4R1K1 w - - 1 39,d4d5 f5f1 e1f1 f6f1,1072,186,100,19,endgame mate mateIn2 short,https://lichess.org/ycQ7nVZM#77,
00gsT,1r3rk1/p4pp1/4p2p/1Q2Pn2/1b1P4/4BN2/q4PPP/2R2RK1 w - - 1 19,c1a1 a2a1 f1a1 b8b5,1405,74,91,4674,crushing middlegame short,https://lichess.org/Uwrjbb82#37,Queens_Gambit_Accepted,Queens_Gambit_Accepted_Other_variations
00gtb,3q2k1/1Q3p1p/1p4p1/pP1pP3/P1r5/7P/6P1/3R2K1 w - - 0 31,d1d5 c4c1 g1h2 d8g5 b7b8 g8g7 e5e6 g5d5,1469,197,-100,8,crushing endgame veryLong,https://lichess.org/EYvcgkvd#61,
00gyK,5rk1/5pp1/3p3p/4p1N1/8/PR6/1p3PPP/6K1 w - - 0 33,g5e4 f8c8 g2g3 c8c1,1775,75,94,715,crushing endgame quietMove short,https://lichess.org/LK8qER3u#65,
00h5T,1r2r1k1/3p1pb1/p2q2pp/1p3P2/3p4/P6Q/BPP3PP/4RRK1 b - - 0 23,g6g5 e1e8 b8e8 f5f6,1796,77,74,75,crushing kingsideAttack master middlegame short,https://lichess.org/EzIYa6oA/black#46,
00h7S,8/p1N3pp/5k2/2PB2b1/1P4b1/P6r/6K1/4R3 b - - 0 31,h3d3 c7e8 f6g6 d5e4,1656,101,83,18,crushing endgame short,https://lichess.org/3HiYfIf1/black#62,
00h8X,r4r1k/pp1q1pb1/2npbn1p/2p1p3/4P3/1BPP1Q2/PP3P1N/RNB2KR1 b - - 9 17,e6b3 c1h6 g7h6 f3f6 h8h7 h2g4 d7e6 a2b3 e6f6 g4f6,2480,82,85,78,advantage deflection exposedKing fork middlegame veryLong,https://lichess.org/8ji7Sjgz/black#34,Sicilian_Defense,Sicilian_Defense_Hyperaccelerated_Dragon
00h8Z,5k2/p1R4R/1p4p1/3r3q/3P4/2P2rQp/PP5K/8 b - - 4 36,f3g3 c7c8 d5d8 c8d8,1545,78,68,124,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/UAWACryx/black#72,
00hNY,8/p7/1p3k2/8/n1K1P3/3N4/P7/8 b - - 0 44,a4c5 d3c5 b6c5 c4d5,2288,85,81,145,crushing endgame knightEndgame short,https://lichess.org/MGfDzlcO/black#88,
00hSW,2R5/4b1pk/1r5p/2pPN3/1p2P3/3P4/4K1PP/8 w - - 1 39,e5d7 b4b3 d5d6 e7d6 d7b6 b3b2 b6c4 b2b1q,1822,76,94,5343,advancedPawn advantage endgame master promotion sacrifice veryLong,https://lichess.org/56G5UTGb#77,
00hSr,r4rk1/5p2/1q2pnRP/p2p4/1ppP4/2P1P3/PPQN1P2/2K4R b - - 0 21,f7g6 c2g6 g8h8 g6g7,1277,75,97,4071,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FSHLYhgq/black#42,
00hUl,2kr4/1pq2p2/p3p1p1/2b1n2p/Q1P2B2/7P/P3BPP1/1R4K1 b - - 1 24,c5d6 c4c5 c7c6 a4c6,1742,257,100,6,crushing middlegame queensideAttack short,https://lichess.org/YyZRpbZ3/black#48,
00hYk,8/8/1n4p1/4kp1p/7P/1B2KPP1/8/8 b - - 0 54,b6d5 b3d5 e5d5 e3f4,1273,76,94,3844,crushing endgame short,https://lichess.org/rWJb7AjE/black#108,
00hbV,8/pk1r1bR1/1p6/8/2P2N2/1P6/1K6/8 b - - 21 60,f7e6 f4e6 d7g7 e6g7,1037,125,100,37,crushing endgame hangingPiece short,https://lichess.org/DL4VBFov/black#120,
00hsd,5k2/p4p2/1p6/3p1R2/7Q/P2Pr1KP/6P1/6q1 w - - 3 40,f5f3 g1e1 g3g4 e1h4 g4h4 e3f3,1624,80,75,60,crushing endgame long,https://lichess.org/vU9uQUNU#79,
00huB,3r2k1/ppp1bppp/2n5/8/4P1b1/1P3N2/PBP1P1PP/2K2B1R w - - 2 16,h2h3 g4f3 e2f3 e7g5 c1b1 d8d1,1406,76,78,208,crushing long middlegame,https://lichess.org/r7cF2rXM#31,Nimzo-Larsen_Attack,Nimzo-Larsen_Attack_Classical_Variation
00hxr,r4rk1/pp3ppp/4p3/3pB1qB/Q1p5/2PbP3/PP1N1P1P/R3K2R w KQ - 0 15,e5g7 g5h5 a4d1 h5d1 a1d1 g8g7,1586,74,88,179,advantage hangingPiece long middlegame,https://lichess.org/4QIugid6#29,Queens_Pawn_Game,Queens_Pawn_Game_Accelerated_London_System
00i7t,4r2k/p4r1p/2pp1Q2/2p5/3b1P2/3P2R1/PqPB2PP/4RK2 b - - 0 21,d4f6 e1e8 f7f8 e8f8,991,89,92,100,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fBWee6U4/black#42,
00iAF,7k/pQ4p1/2p4p/4r3/3r1p1n/6N1/PP2R1PP/6K1 b - - 0 30,f4g3 b7b8 h8h7 b8e5,1567,94,54,31,crushing endgame fork short,https://lichess.org/r62eqxQB/black#60,
00iLe,r1b1r1k1/pp1n1pb1/3p1q1p/2pP2p1/2P1B3/4PNB1/PPQ2PPP/2KR3R w - - 1 15,h2h4 e8e4 h4g5 h6g5,1676,79,87,47,crushing middlegame short,https://lichess.org/fBB50Rwf#29,Torre_Attack,Torre_Attack_Fianchetto_Defense
00iQC,1k1r1b1r/4q3/QBpp4/4p3/4P2p/5p2/P5PP/4R1K1 b - - 0 28,d8d7 e1b1 d7b7 b6a7 b8c8 a6c6 e7c7 c6e8,2144,77,93,866,crushing discoveredAttack exposedKing middlegame queensideAttack quietMove veryLong,https://lichess.org/Yg1J59NW/black#56,
00iQD,8/8/8/3K2kp/8/2P1P3/8/8 w - - 0 50,c3c4 h5h4 d5e4 g5g4 c4c5 h4h3 e4e5 h3h2 c5c6 h2h1q,1763,75,95,4039,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/dDMWuoiZ#99,
00igM,1k6/1p4R1/2p2p1P/8/2r5/p6K/8/8 b - - 0 39,c4e4 h6h7,1343,78,82,86,advancedPawn crushing endgame oneMove rookEndgame,https://lichess.org/HEu1qD1v/black#78,
00ioV,6k1/5Rp1/p6p/1p2P3/1qp1pNQ1/2n1P3/5KPP/3r4 b - - 0 31,g8f7 g4e6 f7f8 f4g6,1928,75,96,8518,endgame mate mateIn2 short,https://lichess.org/IIOYa9Ac/black#62,
00ir2,8/6kp/p2P2b1/2p5/2P5/P5P1/1rPR1K2/8 b - - 0 40,b2c2 d2c2 g6c2 d6d7,1364,78,76,89,advancedPawn crushing endgame short,https://lichess.org/9dmwAePJ/black#80,
00irz,8/2r1ppk1/8/3P2pP/1Kp1Pp2/1bR5/4BP2/8 w - - 8 40,e2c4 c7c4 c3c4 b3c4 b4c4 f7f6,1913,194,100,10,crushing defensiveMove endgame long,https://lichess.org/H4eT5TpG#79,
00isY,rnbqkb1r/ppp3pp/5n2/3P1p2/4pB2/2N5/PP3PPP/R2QKBNR b KQkq - 0 7,f8b4 d1a4 c7c6 a4b4,1441,74,98,4247,crushing fork master opening short,https://lichess.org/1q2x0Fv6/black#14,Blackmar-Diemer_Gambit,Blackmar-Diemer_Gambit_Other_variations
00itj,8/1pB5/3P2k1/3r2p1/8/4PK1P/7P/8 b - - 2 42,g6f5 e3e4 f5e6 e4d5,1103,180,100,18,crushing endgame fork short,https://lichess.org/LAGoAAgQ/black#84,
00ivI,2r2rk1/1p2b1p1/p2p1n1p/P2qpQ2/8/2P1BP2/1P1N2PP/3R1RK1 b - - 0 21,d5a5 f5e6 g8h7 e6e7,1376,76,94,10416,advantage fork middlegame short,https://lichess.org/wdThMmrO/black#42,
00iyx,2kr1b1r/pp3ppp/2p1pq2/6B1/2P3Q1/7P/P4PP1/1R3RK1 b - - 3 19,f6g6 g5d8 g6g4 h3g4,1032,75,97,1655,advantage middlegame short,https://lichess.org/vut9HU3T/black#38,Scandinavian_Defense,Scandinavian_Defense_Main_Line
00j1r,8/2rkb3/1p6/6P1/5q2/3R4/Q1P1K3/8 b - - 4 37,d7c6 a2d5,1059,157,100,31,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/2Nj3D5mV/black#74,
00j9Q,rnb2r1k/2q2p1p/p2p1bp1/1p2pN2/4P1QN/3B3R/PPP2PPP/R5K1 b - - 1 19,g6f5 h4f5 c8f5 g4f5,1961,78,91,2866,advantage middlegame short,https://lichess.org/SalKpiT9/black#38,Sicilian_Defense,Sicilian_Defense_Kan_Variation
00jHX,6k1/2b3pn/1p5p/2p1N1n1/8/P1BP2PP/2b1NP1K/5B2 w - - 3 37,e2f4 c7e5 c3e5 g5f3 h2g2 f3e5,1317,73,96,9924,advantage fork long middlegame,https://lichess.org/SvujXQY8#73,
00jIG,8/2p5/2B2k2/pp6/2bP1K2/P1P5/1P5p/8 w - - 0 47,c6e4 f6e6 f4g3 c4d5 g3h2 d5e4,2262,75,53,134,bishopEndgame crushing endgame long,https://lichess.org/810w8Q0F#93,
00jNk,7r/2Q2pb1/3ppk1p/5Bp1/3P4/1N2P1P1/Pr2qPP1/R5KR w - - 6 29,c7d6 e2f2 g1h2 f2g2,1263,76,94,2314,fork mate mateIn2 middlegame short,https://lichess.org/aOJ6ffu5#57,
00jPH,1k1r3r/1b1p1p2/p3p3/1p2Pn2/3n2Np/P1Q5/1P3PPP/1B2NRK1 w - - 2 26,b1f5 d4e2 g1h1 e2c3,1143,77,93,6522,advantage fork middlegame short,https://lichess.org/01iokLOA#51,
00jXD,3r2k1/p4pp1/1bN2q1p/8/Q3p3/P3P2P/5PP1/2R3K1 b - - 5 31,d8c8 c6e7 f6e7 c1c8,954,92,86,284,crushing discoveredAttack endgame short,https://lichess.org/JvQRcqwH/black#62,
